Date,NIFTY,RELIANCE,SBI,HDFC
22-Dec-2017,"10,493.00",920.40,319.85,"1,876.65"
21-Dec-2017,"10,440.30",912.95,316.75,"1,868.30"
20-Dec-2017,"10,444.20",918.15,317.50,"1,868.15"
19-Dec-2017,"10,463.20",925.95,319.80,"1,884.50"
18-Dec-2017,"10,388.75",921.00,318.90,"1,878.95"
15-Dec-2017,"10,333.25",919.75,312.25,"1,873.45"
14-Dec-2017,"10,252.10",921.50,314.00,"1,838.05"
13-Dec-2017,"10,192.95",914.65,313.30,"1,821.35"
12-Dec-2017,"10,240.15",915.60,318.45,"1,819.90"
11-Dec-2017,"10,322.25",916.15,318.40,"1,846.40"
08-Dec-2017,"10,265.65",921.00,313.10,"1,840.40"
07-Dec-2017,"10,166.70",931.55,316.40,"1,809.65"
06-Dec-2017,"10,044.10",926.65,312.40,"1,803.30"
05-Dec-2017,"10,118.25",913.70,319.10,"1,820.45"
04-Dec-2017,"10,127.75",901.60,313.60,"1,834.10"
01-Dec-2017,"10,121.80",910.10,312.75,"1,848.20"
30-Nov-2017,"10,226.55",921.55,320.35,"1,853.70"
29-Nov-2017,"10,361.30",946.00,328.90,"1,873.30"
28-Nov-2017,"10,370.25",943.35,332.00,"1,865.35"
27-Nov-2017,"10,399.55",951.35,335.65,"1,857.55"
24-Nov-2017,"10,389.70",951.10,332.40,"1,851.40"
23-Nov-2017,"10,348.75",947.00,334.95,"1,842.85"
22-Nov-2017,"10,342.30",930.75,335.30,"1,855.25"
21-Nov-2017,"10,326.90",932.55,330.65,"1,846.25"
20-Nov-2017,"10,298.75",920.85,333.00,"1,838.15"
17-Nov-2017,"10,283.60",911.90,337.50,"1,825.55"
16-Nov-2017,"10,214.75",903.85,333.40,"1,807.70"
15-Nov-2017,"10,118.05",883.70,324.95,"1,800.25"
14-Nov-2017,"10,186.60",886.70,329.10,"1,802.35"
13-Nov-2017,"10,224.95",875.25,331.05,"1,813.55"
10-Nov-2017,"10,321.75",883.85,333.55,"1,822.00"
09-Nov-2017,"10,308.95",900.50,313.70,"1,827.85"
08-Nov-2017,"10,303.15",887.80,309.55,"1,825.95"
07-Nov-2017,"10,350.15",906.70,317.20,"1,823.70"
06-Nov-2017,"10,451.80",932.50,329.00,"1,828.60"
03-Nov-2017,"10,452.50",945.30,325.00,"1,830.70"
02-Nov-2017,"10,423.80",946.60,314.35,"1,822.10"
01-Nov-2017,"10,440.50",952.55,319.85,"1,821.20"
31-Oct-2017,"10,335.30",940.85,305.80,"1,808.50"
30-Oct-2017,"10,363.65",942.50,312.00,"1,815.00"
27-Oct-2017,"10,323.05",929.85,311.05,"1,791.05"
26-Oct-2017,"10,343.80",947.40,320.50,"1,795.35"
25-Oct-2017,"10,295.35",939.90,324.90,"1,795.10"
24-Oct-2017,"10,207.70",934.25,254.45,"1,867.10"
23-Oct-2017,"10,184.85",939.75,245.95,"1,863.30"
19-Oct-2017,"10,146.55",909.90,242.75,"1,848.40"
18-Oct-2017,"10,210.85",914.50,243.75,"1,868.50"
17-Oct-2017,"10,234.45",874.35,251.15,"1,851.25"
16-Oct-2017,"10,230.85",876.80,252.05,"1,857.15"
13-Oct-2017,"10,167.45",876.45,252.10,"1,850.80"
12-Oct-2017,"10,096.40",872.75,251.20,"1,818.80"
11-Oct-2017,"9,984.80",840.15,251.75,"1,790.15"
10-Oct-2017,"10,016.95",843.20,256.95,"1,802.70"
09-Oct-2017,"9,988.75",830.65,256.85,"1,795.50"
06-Oct-2017,"9,979.70",837.05,256.75,"1,800.10"
05-Oct-2017,"9,888.70",824.15,251.60,"1,798.60"
04-Oct-2017,"9,914.90",818.85,253.20,"1,797.00"
03-Oct-2017,"9,859.50",798.35,251.30,"1,808.85"
29-Sep-2017,"9,788.60",780.90,253.85,"1,805.70"
28-Sep-2017,"9,768.95",786.45,252.55,"1,795.30"
27-Sep-2017,"9,735.75",799.15,250.40,"1,776.50"
26-Sep-2017,"9,871.50",820.10,258.25,"1,792.30"
25-Sep-2017,"9,872.60",821.55,258.75,"1,799.75"
22-Sep-2017,"9,964.40",817.40,261.85,"1,824.10"
21-Sep-2017,"10,121.90",841.35,268.50,"1,839.10"
20-Sep-2017,"10,141.15",847.15,270.05,"1,848.85"
19-Sep-2017,"10,147.55",838.60,267.80,"1,849.70"
18-Sep-2017,"10,153.10",845.55,270.40,"1,860.45"
15-Sep-2017,"10,085.40",841.80,271.50,"1,848.95"
14-Sep-2017,"10,086.60",843.85,274.20,"1,839.40"
13-Sep-2017,"10,079.30",849.00,273.40,"1,841.85"
12-Sep-2017,"10,093.05",823.75,273.45,"1,835.20"
11-Sep-2017,"10,006.05",817.90,270.95,"1,823.35"
08-Sep-2017,"9,934.80",816.90,271.80,"1,787.65"
07-Sep-2017,"9,929.90",818.10,274.20,"1,766.55"
06-Sep-2017,"9,916.20","1,645.40",274.25,"1,759.90"
05-Sep-2017,"9,952.20","1,632.60",276.55,"1,755.35"
04-Sep-2017,"9,912.85","1,613.35",277.75,"1,750.90"
01-Sep-2017,"9,974.40","1,610.10",277.85,"1,767.60"
31-Aug-2017,"9,917.90","1,594.50",277.75,"1,776.45"
30-Aug-2017,"9,884.40","1,564.10",276.60,"1,768.55"
29-Aug-2017,"9,796.05","1,532.15",277.00,"1,746.15"
28-Aug-2017,"9,912.80","1,566.55",279.35,"1,762.25"
24-Aug-2017,"9,857.05","1,568.05",280.30,"1,762.50"
23-Aug-2017,"9,852.50","1,582.05",279.00,"1,772.45"
22-Aug-2017,"9,765.55","1,560.05",273.90,"1,747.00"
21-Aug-2017,"9,754.35","1,564.40",274.65,"1,743.20"
18-Aug-2017,"9,837.40","1,575.40",278.70,"1,752.15"
17-Aug-2017,"9,904.15","1,567.10",280.85,"1,765.40"
16-Aug-2017,"9,897.30","1,566.10",283.10,"1,781.25"
14-Aug-2017,"9,794.15","1,573.05",278.20,"1,757.20"
11-Aug-2017,"9,710.80","1,546.25",280.15,"1,749.05"
10-Aug-2017,"9,820.25","1,584.35",296.70,"1,760.45"
09-Aug-2017,"9,908.05","1,598.80",302.30,"1,764.45"
08-Aug-2017,"9,978.55","1,602.55",303.65,"1,777.90"
07-Aug-2017,"10,057.40","1,616.35",311.20,"1,788.55"
04-Aug-2017,"10,066.40","1,622.15",305.25,"1,790.25"
03-Aug-2017,"10,013.65","1,650.10",300.55,"1,779.95"
02-Aug-2017,"10,081.50","1,629.20",307.70,"1,791.65"
01-Aug-2017,"10,114.65","1,603.60",309.00,"1,797.20"
31-Jul-2017,"10,077.10","1,615.20",312.50,"1,784.40"
28-Jul-2017,"10,014.50","1,594.45",299.10,"1,778.50"
27-Jul-2017,"10,020.55","1,594.80",298.35,"1,789.65"
26-Jul-2017,"10,020.65","1,622.75",295.80,"1,747.55"
25-Jul-2017,"9,964.55","1,602.15",296.10,"1,739.65"
24-Jul-2017,"9,966.40","1,615.25",294.55,"1,735.10"
21-Jul-2017,"9,915.25","1,585.00",290.65,"1,703.05"
20-Jul-2017,"9,873.30","1,528.90",290.95,"1,710.90"
19-Jul-2017,"9,899.60","1,532.95",293.30,"1,692.30"
18-Jul-2017,"9,827.15","1,519.90",291.00,"1,683.55"
17-Jul-2017,"9,915.95","1,551.75",293.00,"1,682.35"
14-Jul-2017,"9,886.35","1,533.75",291.60,"1,679.95"
13-Jul-2017,"9,891.70","1,522.10",288.75,"1,683.55"
12-Jul-2017,"9,816.10","1,511.10",287.65,"1,681.25"
11-Jul-2017,"9,786.05","1,494.35",283.55,"1,680.40"
10-Jul-2017,"9,771.05","1,492.85",285.55,"1,676.35"
07-Jul-2017,"9,665.80","1,491.15",280.10,"1,667.20"
06-Jul-2017,"9,674.55","1,442.55",281.00,"1,658.15"
05-Jul-2017,"9,637.60","1,442.65",274.90,"1,648.75"
04-Jul-2017,"9,613.30","1,421.95",273.00,"1,653.35"
03-Jul-2017,"9,615.00","1,381.05",274.85,"1,658.60"
30-Jun-2017,"9,520.90","1,380.00",273.65,"1,652.05"
29-Jun-2017,"9,504.10","1,392.70",272.45,"1,663.05"
28-Jun-2017,"9,491.25","1,398.50",276.40,"1,666.45"
27-Jun-2017,"9,511.40","1,437.15",279.65,"1,667.65"
23-Jun-2017,"9,574.95","1,435.85",288.95,"1,678.65"
22-Jun-2017,"9,630.00","1,432.65",294.50,"1,698.00"
21-Jun-2017,"9,633.60","1,422.00",290.90,"1,698.70"
20-Jun-2017,"9,653.50","1,412.35",290.10,"1,686.55"
19-Jun-2017,"9,657.55","1,409.25",288.85,"1,692.90"
16-Jun-2017,"9,588.05","1,388.80",285.95,"1,669.25"
15-Jun-2017,"9,578.05","1,383.95",284.00,"1,664.35"
14-Jun-2017,"9,618.15","1,357.50",284.20,"1,671.20"
13-Jun-2017,"9,606.90","1,314.35",283.85,"1,676.70"
12-Jun-2017,"9,616.40","1,319.45",284.95,"1,668.75"
09-Jun-2017,"9,668.25","1,335.70",288.55,"1,666.80"
08-Jun-2017,"9,647.25","1,331.70",288.60,"1,644.75"
07-Jun-2017,"9,663.90","1,339.00",290.55,"1,640.80"
06-Jun-2017,"9,637.15","1,312.80",287.30,"1,638.95"
05-Jun-2017,"9,675.10","1,329.35",287.25,"1,635.55"
02-Jun-2017,"9,653.50","1,324.75",287.05,"1,634.25"
01-Jun-2017,"9,616.10","1,328.25",287.45,"1,628.60"
31-May-2017,"9,621.25","1,340.70",288.30,"1,636.20"
30-May-2017,"9,624.55","1,359.35",288.85,"1,629.05"
29-May-2017,"9,604.90","1,356.90",284.00,"1,631.90"
26-May-2017,"9,595.10","1,337.30",288.45,"1,626.00"
25-May-2017,"9,509.75","1,302.45",290.10,"1,617.15"
24-May-2017,"9,360.55","1,297.70",283.15,"1,566.75"
23-May-2017,"9,386.15","1,305.55",288.85,"1,569.10"
22-May-2017,"9,438.25","1,324.15",294.30,"1,576.00"
19-May-2017,"9,427.90","1,318.85",308.00,"1,561.25"
18-May-2017,"9,429.45","1,327.35",302.95,"1,557.10"
17-May-2017,"9,525.75","1,353.10",307.65,"1,557.15"
16-May-2017,"9,512.25","1,356.30",307.50,"1,559.65"
15-May-2017,"9,445.40","1,344.10",301.40,"1,553.40"
12-May-2017,"9,400.90","1,350.45",297.90,"1,551.65"
11-May-2017,"9,422.40","1,359.55",298.10,"1,546.40"
10-May-2017,"9,407.30","1,359.10",294.45,"1,551.80"
09-May-2017,"9,316.85","1,330.35",296.50,"1,535.75"
08-May-2017,"9,314.05","1,321.40",299.40,"1,534.80"
05-May-2017,"9,285.30","1,328.25",296.00,"1,532.20"
04-May-2017,"9,359.90","1,357.95",299.05,"1,534.80"
03-May-2017,"9,311.95","1,370.10",289.80,"1,544.30"
02-May-2017,"9,313.80","1,370.55",288.30,"1,540.60"
28-Apr-2017,"9,304.05","1,395.20",289.75,"1,546.50"
27-Apr-2017,"9,342.15","1,409.50",282.05,"1,568.60"
26-Apr-2017,"9,351.85","1,416.45",286.45,"1,550.65"
25-Apr-2017,"9,306.60","1,432.80",286.05,"1,537.05"
24-Apr-2017,"9,217.95","1,417.40",286.05,"1,533.05"
21-Apr-2017,"9,119.40","1,402.50",282.20,"1,496.60"
20-Apr-2017,"9,136.40","1,369.55",284.80,"1,462.15"
19-Apr-2017,"9,103.50","1,368.80",284.05,"1,449.00"
18-Apr-2017,"9,105.15","1,370.20",290.30,"1,447.30"
17-Apr-2017,"9,139.30","1,391.85",289.90,"1,436.80"
13-Apr-2017,"9,150.80","1,364.80",291.55,"1,440.30"
12-Apr-2017,"9,203.45","1,354.00",290.15,"1,443.70"
11-Apr-2017,"9,237.00","1,372.35",294.50,"1,439.50"
10-Apr-2017,"9,181.45","1,381.35",289.35,"1,434.15"
07-Apr-2017,"9,198.30","1,406.60",289.45,"1,438.85"
06-Apr-2017,"9,261.95","1,438.50",292.85,"1,438.50"
05-Apr-2017,"9,265.15","1,415.00",297.35,"1,432.35"
03-Apr-2017,"9,237.85","1,374.65",293.15,"1,433.20"
31-Mar-2017,"9,173.75","1,320.90",293.40,"1,442.55"
30-Mar-2017,"9,173.75","1,270.65",291.05,"1,466.20"
29-Mar-2017,"9,143.80","1,256.65",288.45,"1,428.60"
28-Mar-2017,"9,100.80","1,245.75",282.10,"1,420.20"
27-Mar-2017,"9,045.20","1,251.10",279.45,"1,409.85"
24-Mar-2017,"9,108.00","1,286.75",276.50,"1,424.35"
23-Mar-2017,"9,086.30","1,273.30",268.50,"1,430.90"
22-Mar-2017,"9,030.45","1,259.70",267.50,"1,430.90"
21-Mar-2017,"9,121.50","1,263.80",272.35,"1,440.95"
20-Mar-2017,"9,126.85","1,280.80",273.90,"1,436.10"
17-Mar-2017,"9,160.05","1,300.70",274.15,"1,425.85"
16-Mar-2017,"9,153.70","1,297.65",279.30,"1,417.35"
15-Mar-2017,"9,084.80","1,304.95",277.35,"1,416.60"
14-Mar-2017,"9,087.00","1,289.50",274.65,"1,410.70"
10-Mar-2017,"8,934.55","1,281.65",272.05,"1,400.10"
09-Mar-2017,"8,927.00","1,286.75",273.25,"1,394.20"
08-Mar-2017,"8,924.30","1,291.20",269.90,"1,392.20"
07-Mar-2017,"8,946.90","1,304.95",267.80,"1,386.20"
06-Mar-2017,"8,963.45","1,305.35",269.85,"1,380.75"
03-Mar-2017,"8,897.55","1,258.55",265.05,"1,377.00"
02-Mar-2017,"8,899.75","1,236.75",267.30,"1,380.10"
01-Mar-2017,"8,945.80","1,234.50",271.75,"1,391.65"
28-Feb-2017,"8,879.60","1,238.05",269.20,"1,390.10"
27-Feb-2017,"8,896.70","1,238.90",268.25,"1,393.60"
23-Feb-2017,"8,939.50","1,182.75",270.45,"1,394.30"
22-Feb-2017,"8,926.90","1,207.50",272.30,"1,399.15"
21-Feb-2017,"8,907.85","1,088.20",270.70,"1,415.55"
20-Feb-2017,"8,879.20","1,075.40",269.65,"1,409.10"
17-Feb-2017,"8,821.70","1,075.50",269.35,"1,377.05"
16-Feb-2017,"8,778.00","1,067.50",270.50,"1,327.90"
15-Feb-2017,"8,724.70","1,051.30",268.95,"1,322.20"
14-Feb-2017,"8,792.30","1,049.80",270.20,"1,311.10"
13-Feb-2017,"8,805.05","1,029.85",271.65,"1,310.20"
10-Feb-2017,"8,793.55","1,030.15",276.35,"1,303.60"
09-Feb-2017,"8,778.40","1,032.75",275.85,"1,297.65"
08-Feb-2017,"8,769.05","1,025.15",277.20,"1,305.65"
07-Feb-2017,"8,768.30","1,030.90",277.90,"1,307.15"
06-Feb-2017,"8,801.05","1,041.65",277.05,"1,314.10"
03-Feb-2017,"8,740.95","1,033.65",277.55,"1,311.05"
02-Feb-2017,"8,734.25","1,043.50",273.30,"1,298.70"
01-Feb-2017,"8,716.40","1,049.65",270.70,"1,305.70"
31-Jan-2017,"8,561.30","1,045.20",260.35,"1,286.65"
30-Jan-2017,"8,632.75","1,044.80",263.95,"1,284.95"
27-Jan-2017,"8,641.25","1,025.10",266.45,"1,291.90"
25-Jan-2017,"8,602.75","1,017.30",259.20,"1,290.60"
24-Jan-2017,"8,475.80","1,027.30",254.90,"1,267.55"
23-Jan-2017,"8,391.50","1,015.90",254.15,"1,244.65"
20-Jan-2017,"8,349.35","1,025.80",251.05,"1,236.35"
19-Jan-2017,"8,435.10","1,033.70",258.40,"1,236.30"
18-Jan-2017,"8,417.00","1,032.55",258.35,"1,242.60"
17-Jan-2017,"8,398.00","1,041.25",256.00,"1,238.50"
16-Jan-2017,"8,412.80","1,076.25",255.75,"1,247.65"
13-Jan-2017,"8,400.35","1,090.40",250.90,"1,232.50"
12-Jan-2017,"8,407.20","1,083.30",251.25,"1,235.00"
11-Jan-2017,"8,380.65","1,086.05",252.15,"1,234.00"
10-Jan-2017,"8,288.60","1,089.85",248.30,"1,214.35"
09-Jan-2017,"8,236.05","1,077.70",247.05,"1,195.20"
06-Jan-2017,"8,243.80","1,074.95",245.90,"1,193.65"
05-Jan-2017,"8,273.80","1,077.40",245.35,"1,186.20"
04-Jan-2017,"8,190.50","1,067.15",242.90,"1,185.50"
03-Jan-2017,"8,192.25","1,089.40",244.90,"1,189.90"
02-Jan-2017,"8,179.50","1,085.10",243.60,"1,197.10"
30-Dec-2016,"8,185.80","1,082.40",250.20,"1,206.20"
29-Dec-2016,"8,103.60","1,065.45",247.65,"1,205.20"
28-Dec-2016,"8,034.85","1,049.70",247.75,"1,186.75"
27-Dec-2016,"8,032.85","1,064.70",248.75,"1,185.20"
26-Dec-2016,"7,908.25","1,047.45",244.20,"1,175.00"
23-Dec-2016,"7,985.75","1,057.30",249.15,"1,186.25"
22-Dec-2016,"7,979.10","1,053.35",249.80,"1,173.10"
21-Dec-2016,"8,061.30","1,063.25",255.35,"1,180.00"
20-Dec-2016,"8,082.40","1,057.90",254.55,"1,181.90"
19-Dec-2016,"8,104.35","1,062.55",261.35,"1,176.75"
16-Dec-2016,"8,139.45","1,057.15",264.75,"1,182.30"
15-Dec-2016,"8,153.60","1,052.95",265.40,"1,176.60"
14-Dec-2016,"8,182.45","1,059.50",262.90,"1,175.70"
13-Dec-2016,"8,221.80","1,039.80",266.15,"1,186.25"
12-Dec-2016,"8,170.80","1,027.20",263.65,"1,184.45"
09-Dec-2016,"8,261.75","1,028.95",266.65,"1,198.30"
08-Dec-2016,"8,246.85","1,020.05",259.90,"1,199.50"
07-Dec-2016,"8,102.05",999.15,255.60,"1,181.60"
06-Dec-2016,"8,143.15","1,005.20",259.10,"1,194.45"
05-Dec-2016,"8,128.75",993.85,256.90,"1,196.35"
02-Dec-2016,"8,086.80",994.75,254.10,"1,189.10"
01-Dec-2016,"8,192.90",997.75,255.65,"1,197.25"
30-Nov-2016,"8,224.50",990.05,258.35,"1,199.60"
29-Nov-2016,"8,142.15",997.70,252.70,"1,178.75"
28-Nov-2016,"8,126.90",986.65,253.55,"1,184.45"
25-Nov-2016,"8,114.30",993.70,260.95,"1,189.30"
24-Nov-2016,"7,965.50",987.35,261.75,"1,165.50"
23-Nov-2016,"8,033.30","1,009.00",258.65,"1,184.75"
22-Nov-2016,"8,002.30","1,001.45",257.35,"1,198.05"
21-Nov-2016,"7,929.10",991.50,257.35,"1,198.70"
18-Nov-2016,"8,074.10",987.50,275.80,"1,211.40"
17-Nov-2016,"8,079.95",977.75,277.45,"1,230.20"
16-Nov-2016,"8,111.60",986.55,277.20,"1,244.35"
15-Nov-2016,"8,108.45",985.40,278.20,"1,254.75"
11-Nov-2016,"8,296.30","1,001.75",273.00,"1,275.80"
10-Nov-2016,"8,525.75","1,010.40",281.30,"1,278.55"
09-Nov-2016,"8,432.00","1,004.60",260.00,"1,251.25"
08-Nov-2016,"8,543.55","1,003.50",252.65,"1,254.30"
07-Nov-2016,"8,497.05","1,001.15",252.70,"1,249.45"
04-Nov-2016,"8,433.75","1,005.55",242.85,"1,243.70"
03-Nov-2016,"8,484.95","1,023.95",245.65,"1,254.95"
02-Nov-2016,"8,514.00","1,023.75",251.05,"1,246.15"
01-Nov-2016,"8,626.25","1,051.00",258.95,"1,259.80"
30-Oct-2016,"8,625.70","1,051.20",257.60,"1,253.30"
28-Oct-2016,"8,638.00","1,054.95",258.00,"1,259.05"
27-Oct-2016,"8,615.25","1,048.70",255.40,"1,252.10"
26-Oct-2016,"8,615.25","1,054.05",258.75,"1,239.30"
25-Oct-2016,"8,691.30","1,060.85",261.45,"1,250.30"
24-Oct-2016,"8,708.95","1,063.30",262.95,"1,263.55"
21-Oct-2016,"8,693.05","1,064.20",258.50,"1,270.70"
20-Oct-2016,"8,699.40","1,087.55",260.20,"1,255.50"
19-Oct-2016,"8,659.10","1,087.35",255.40,"1,258.35"
18-Oct-2016,"8,677.90","1,081.10",256.90,"1,257.85"
17-Oct-2016,"8,520.40","1,060.65",253.20,"1,237.70"
14-Oct-2016,"8,583.40","1,077.65",252.10,"1,261.80"
13-Oct-2016,"8,573.35","1,057.15",249.65,"1,262.75"
10-Oct-2016,"8,708.80","1,096.35",256.60,"1,284.35"
07-Oct-2016,"8,697.60","1,109.00",258.70,"1,280.60"
06-Oct-2016,"8,709.55","1,110.80",256.80,"1,281.95"
05-Oct-2016,"8,743.95","1,089.40",260.85,"1,286.10"
04-Oct-2016,"8,769.15","1,096.35",259.75,"1,289.55"
03-Oct-2016,"8,738.10","1,090.70",255.30,"1,287.20"
30-Sep-2016,"8,611.15","1,083.70",251.25,"1,272.85"
29-Sep-2016,"8,591.25","1,072.45",247.25,"1,277.50"
28-Sep-2016,"8,745.15","1,090.65",253.75,"1,295.25"
27-Sep-2016,"8,706.40","1,110.50",249.00,"1,298.05"
26-Sep-2016,"8,723.05","1,107.20",251.65,"1,296.15"
23-Sep-2016,"8,831.55","1,102.80",254.55,"1,312.70"
22-Sep-2016,"8,867.45","1,088.95",257.90,"1,306.90"
21-Sep-2016,"8,777.15","1,072.25",251.15,"1,293.00"
20-Sep-2016,"8,775.90","1,074.20",254.45,"1,288.45"
19-Sep-2016,"8,808.40","1,082.40",255.65,"1,290.15"
16-Sep-2016,"8,779.85","1,075.55",254.30,"1,297.85"
15-Sep-2016,"8,742.55","1,065.00",256.00,"1,279.60"
14-Sep-2016,"8,726.60","1,044.75",257.55,"1,269.45"
12-Sep-2016,"8,715.60","1,046.50",252.75,"1,279.90"
09-Sep-2016,"8,866.70","1,044.55",264.10,"1,290.40"
08-Sep-2016,"8,952.50","1,033.40",268.35,"1,289.40"
07-Sep-2016,"8,917.95","1,017.65",266.80,"1,286.75"
06-Sep-2016,"8,943.00","1,019.90",260.10,"1,300.40"
02-Sep-2016,"8,809.65","1,013.35",254.60,"1,285.10"
01-Sep-2016,"8,774.65","1,029.20",252.00,"1,283.70"
31-Aug-2016,"8,786.20","1,060.00",252.50,"1,291.20"
30-Aug-2016,"8,744.35","1,066.40",252.25,"1,268.65"
29-Aug-2016,"8,607.45","1,057.45",249.05,"1,238.10"
26-Aug-2016,"8,572.55","1,027.90",246.60,"1,257.10"
25-Aug-2016,"8,592.20","1,012.70",250.15,"1,258.55"
24-Aug-2016,"8,650.30","1,020.50",254.40,"1,261.80"
23-Aug-2016,"8,632.60","1,010.45",254.75,"1,251.45"
22-Aug-2016,"8,629.15","1,011.85",254.80,"1,250.30"
19-Aug-2016,"8,666.90","1,014.90",258.50,"1,247.10"
18-Aug-2016,"8,673.25","1,018.05",248.40,"1,252.50"
17-Aug-2016,"8,624.05","1,013.30",246.25,"1,234.90"
16-Aug-2016,"8,642.55","1,024.90",246.75,"1,227.30"
12-Aug-2016,"8,672.15","1,035.80",243.30,"1,228.70"
11-Aug-2016,"8,592.15","1,014.10",227.15,"1,228.25"
10-Aug-2016,"8,575.30","1,003.65",231.50,"1,226.90"
09-Aug-2016,"8,678.25","1,030.70",235.15,"1,247.20"
08-Aug-2016,"8,711.35","1,029.25",233.25,"1,249.60"
05-Aug-2016,"8,683.15","1,016.25",232.75,"1,249.25"
04-Aug-2016,"8,551.10",993.00,225.65,"1,241.00"
03-Aug-2016,"8,544.85",993.95,226.65,"1,240.45"
02-Aug-2016,"8,622.90","1,012.80",228.05,"1,243.30"
01-Aug-2016,"8,636.55","1,009.50",227.30,"1,242.30"
29-Jul-2016,"8,638.50","1,014.90",229.40,"1,246.20"
28-Jul-2016,"8,666.30","1,026.35",231.00,"1,248.45"
27-Jul-2016,"8,615.80","1,013.10",229.25,"1,236.95"
26-Jul-2016,"8,590.65","1,024.05",226.70,"1,238.80"
25-Jul-2016,"8,635.65","1,022.75",229.90,"1,246.95"
22-Jul-2016,"8,541.20","1,014.85",223.50,"1,230.80"
21-Jul-2016,"8,510.10","1,006.35",225.65,"1,228.60"
20-Jul-2016,"8,565.85","1,023.00",231.15,"1,232.20"
19-Jul-2016,"8,528.55","1,017.80",229.60,"1,218.35"
18-Jul-2016,"8,508.70","1,006.25",228.75,"1,227.45"
15-Jul-2016,"8,541.40","1,012.20",231.50,"1,223.70"
14-Jul-2016,"8,565.00","1,004.90",232.00,"1,200.35"
13-Jul-2016,"8,519.50","1,008.75",227.70,"1,197.75"
12-Jul-2016,"8,521.05","1,003.40",226.70,"1,202.15"
11-Jul-2016,"8,467.90",992.50,224.70,"1,199.75"
08-Jul-2016,"8,323.20",978.40,218.30,"1,174.85"
07-Jul-2016,"8,337.90",987.90,220.05,"1,185.65"
05-Jul-2016,"8,335.95",993.10,223.50,"1,165.60"
04-Jul-2016,"8,370.70",986.70,223.00,"1,172.80"
01-Jul-2016,"8,328.35",973.45,219.60,"1,174.50"
30-Jun-2016,"8,287.75",969.15,218.80,"1,176.45"
29-Jun-2016,"8,204.00",966.90,217.20,"1,168.30"
28-Jun-2016,"8,127.85",957.80,215.90,"1,166.95"
27-Jun-2016,"8,094.70",955.65,217.15,"1,159.95"
24-Jun-2016,"8,088.60",951.45,211.25,"1,161.90"
23-Jun-2016,"8,270.45",980.45,217.55,"1,190.10"
22-Jun-2016,"8,203.70",980.50,212.90,"1,171.50"
21-Jun-2016,"8,219.90",987.10,214.00,"1,166.65"
20-Jun-2016,"8,238.50",990.20,215.90,"1,172.05"
17-Jun-2016,"8,170.20",974.90,213.45,"1,170.00"
16-Jun-2016,"8,140.75",976.30,216.00,"1,162.15"
15-Jun-2016,"8,206.60",984.60,216.05,"1,169.55"
14-Jun-2016,"8,108.85",976.25,207.70,"1,151.85"
13-Jun-2016,"8,110.60",981.10,201.80,"1,152.90"
10-Jun-2016,"8,170.05",976.70,205.95,"1,161.35"
09-Jun-2016,"8,203.60",971.15,209.95,"1,159.40"
08-Jun-2016,"8,273.05",954.10,210.70,"1,162.60"
07-Jun-2016,"8,266.45",955.05,210.15,"1,173.70"
06-Jun-2016,"8,201.05",954.80,198.90,"1,171.10"
03-Jun-2016,"8,220.80",959.65,196.60,"1,171.75"
02-Jun-2016,"8,218.95",956.25,200.55,"1,174.95"
01-Jun-2016,"8,179.95",953.60,198.25,"1,175.15"
31-May-2016,"8,160.10",957.85,204.95,"1,181.90"
30-May-2016,"8,178.50",968.70,198.85,"1,179.75"
27-May-2016,"8,156.65",974.70,195.90,"1,186.80"
26-May-2016,"8,069.65",946.85,184.15,"1,183.25"
25-May-2016,"7,934.90",951.20,175.10,"1,173.30"
24-May-2016,"7,748.85",940.45,169.50,"1,139.95"
23-May-2016,"7,731.05",930.00,168.40,"1,136.75"
20-May-2016,"7,749.70",934.20,171.35,"1,140.90"
19-May-2016,"7,783.40",951.20,172.70,"1,139.30"
18-May-2016,"7,870.15",970.55,179.95,"1,140.65"
17-May-2016,"7,890.75",969.15,176.85,"1,153.45"
16-May-2016,"7,860.75",975.95,176.80,"1,162.80"
13-May-2016,"7,814.90",978.15,184.85,"1,140.90"
12-May-2016,"7,900.40",992.80,188.50,"1,149.10"
11-May-2016,"7,848.85",975.40,185.00,"1,138.80"
10-May-2016,"7,887.80",982.55,189.50,"1,144.90"
09-May-2016,"7,866.05",983.10,188.70,"1,141.40"
06-May-2016,"7,733.45",968.95,184.35,"1,119.65"
05-May-2016,"7,735.50",975.25,180.35,"1,132.30"
04-May-2016,"7,706.55",978.10,179.95,"1,127.35"
03-May-2016,"7,747.00",975.80,184.05,"1,118.00"
02-May-2016,"7,805.90",986.95,186.00,"1,117.65"
29-Apr-2016,"7,849.80",982.70,189.00,"1,132.35"
28-Apr-2016,"7,847.25",996.70,192.05,"1,113.95"
27-Apr-2016,"7,979.90","1,019.40",196.15,"1,124.20"
26-Apr-2016,"7,962.65","1,016.95",200.95,"1,113.85"
25-Apr-2016,"7,855.05","1,016.90",197.05,"1,093.25"
22-Apr-2016,"7,899.30","1,038.95",200.15,"1,092.15"
21-Apr-2016,"7,912.05","1,041.15",194.35,"1,091.15"
20-Apr-2016,"7,914.75","1,037.30",187.30,"1,097.85"
18-Apr-2016,"7,914.70","1,064.75",186.75,"1,087.80"
13-Apr-2016,"7,850.45","1,066.05",191.90,"1,081.75"
