Date,NIFTY,RELIANCE,SBI,HDFC
2021-09-06,17377.8,2425.6,431.05,1565.7
2021-09-03,17323.6,2388.5,431.4,1576.05
2021-09-02,17234.15,2294.4,429.75,1589.0
2021-09-01,17076.25,2267.1,429.9,1579.1
2021-08-31,17132.2,2258.15,426.05,1581.4
2021-08-30,16931.05,2270.25,422.7,1568.25
2021-08-27,16705.2,2227.4,412.45,1548.45
2021-08-26,16636.9,2230.45,410.75,1554.8
2021-08-25,16634.65,2202.6,416.25,1557.4
2021-08-24,16624.6,2183.7,417.6,1558.85
2021-08-23,16496.45,2162.35,409.5,1524.6
2021-08-20,16450.5,2148.25,406.7,1514.75
2021-08-18,16568.85,2172.65,419.7,1513.0
2021-08-17,16614.6,2164.25,421.5,1514.65
2021-08-16,16563.05,2173.5,424.85,1530.6
2021-08-13,16529.1,2145.65,431.2,1526.2
2021-08-12,16364.4,2110.5,427.15,1501.4
2021-08-11,16282.25,2117.3,428.05,1494.95
2021-08-10,16280.1,2088.05,426.45,1507.65
2021-08-09,16258.25,2077.15,433.4,1503.9
2021-08-06,16238.2,2089.05,435.65,1492.65
2021-08-05,16294.6,2134.25,441.85,1484.85
2021-08-04,16258.8,2103.75,456.95,1465.3
2021-08-03,16130.75,2087.75,446.5,1434.7
2021-08-02,15885.15,2072.5,434.9,1422.65
2021-07-30,15763.05,2035.3,431.8,1426.45
2021-07-29,15778.45,2053.25,441.55,1418.25
2021-07-28,15709.4,2037.35,425.5,1417.3
2021-07-27,15746.45,2055.0,429.95,1439.75
2021-07-26,15824.45,2076.85,423.3,1434.55
2021-07-23,15856.05,2105.7,428.9,1442.75
2021-07-22,15824.05,2120.7,422.05,1448.7
2021-07-20,15632.1,2093.8,420.9,1443.15
2021-07-19,15752.4,2098.95,427.9,1471.0
2021-07-16,15923.4,2112.4,430.0,1522.35
2021-07-15,15924.2,2082.35,431.7,1520.7
2021-07-14,15853.95,2086.0,431.05,1499.15
2021-07-13,15812.35,2099.7,429.1,1501.85
2021-07-12,15692.6,2084.1,427.45,1487.0
2021-07-09,15689.8,2071.2,423.75,1502.0
2021-07-08,15727.9,2092.6,424.45,1520.45
2021-07-07,15879.65,2110.05,432.85,1539.5
2021-07-06,15818.25,2124.8,429.75,1534.7
2021-07-05,15834.35,2150.2,432.65,1495.45
2021-07-02,15722.2,2129.05,424.4,1480.4
2021-07-01,15680.0,2097.95,420.4,1486.75
2021-06-30,15721.5,2110.65,419.2,1497.9
2021-06-29,15748.45,2087.8,421.5,1502.05
2021-06-28,15814.7,2086.0,426.75,1508.35
2021-06-25,15860.35,2104.45,428.8,1515.1
2021-06-24,15790.45,2153.5,417.2,1506.25
2021-06-23,15686.95,2205.35,418.85,1485.5
2021-06-22,15772.75,2225.75,418.65,1483.8
2021-06-21,15746.5,2237.25,419.75,1488.7
2021-06-18,15683.35,2225.65,412.9,1479.8
2021-06-17,15691.4,2215.65,420.25,1466.1
2021-06-16,15767.55,2211.6,425.95,1484.6
2021-06-15,15869.25,2250.0,429.5,1490.25
2021-06-14,15811.85,2244.9,430.35,1479.45
2021-06-11,15799.35,2213.15,429.6,1486.35
2021-06-10,15737.75,2183.0,432.25,1481.05
2021-06-09,15635.35,2175.0,421.45,1480.3
2021-06-08,15740.1,2214.6,427.2,1483.05
2021-06-07,15751.65,2227.4,432.25,1499.85
2021-06-04,15670.25,2190.5,433.6,1500.95
2021-06-03,15690.35,2209.65,439.65,1520.55
2021-06-02,15576.2,2201.25,437.25,1504.0
2021-06-01,15574.85,2168.9,432.55,1511.7
2021-05-31,15582.8,2160.3,424.35,1515.85
2021-05-28,15435.65,2094.8,422.05,1503.45
2021-05-27,15337.85,1976.1,425.2,1482.65
2021-05-26,15301.45,1970.05,413.55,1477.05
2021-05-25,15208.45,1963.15,412.35,1478.95
2021-05-24,15197.7,1985.65,412.05,1509.95
2021-05-21,15175.3,2002.55,401.2,1497.3
2021-05-20,14906.05,1985.4,384.55,1432.8
2021-05-19,15030.15,1997.05,384.4,1458.2
2021-05-18,15108.1,1987.95,382.25,1476.7
2021-05-17,14923.15,1960.35,383.1,1440.25
2021-05-14,14677.8,1937.3,360.45,1386.85
2021-05-12,14696.5,1913.15,367.7,1399.5
2021-05-11,14850.75,1933.15,364.65,1403.55
2021-05-10,14942.35,1926.2,361.7,1419.85
2021-05-07,14823.15,1931.75,358.25,1414.75
2021-05-06,14724.8,1931.0,355.55,1400.9
2021-05-05,14617.85,1920.1,355.4,1402.6
2021-05-04,14496.5,1916.6,351.5,1388.35
2021-05-03,14634.15,1959.05,350.6,1414.45
2021-04-30,14631.1,1994.5,353.5,1412.3
2021-04-29,14894.9,2024.05,359.4,1472.5
2021-04-28,14864.55,1997.3,363.4,1476.8
2021-04-27,14653.05,1988.65,353.05,1438.7
2021-04-26,14485.0,1937.85,344.3,1404.8
2021-04-23,14341.35,1904.35,336.45,1414.15
2021-04-22,14406.15,1906.4,336.65,1422.5
2021-04-20,14296.4,1901.15,329.5,1391.4
2021-04-19,14359.45,1901.7,331.15,1412.4
2021-04-16,14617.85,1932.1,339.9,1428.65
2021-04-15,14581.45,1944.3,342.7,1430.1
2021-04-13,14504.8,1931.8,341.0,1400.35
2021-04-12,14310.8,1911.15,328.85,1367.05
2021-04-09,14834.85,1982.05,353.0,1421.75
2021-04-08,14873.8,2005.35,355.6,1432.8
2021-04-07,14819.05,2002.85,358.55,1447.2
2021-04-06,14683.5,1984.3,350.55,1440.25
2021-04-05,14637.8,1992.6,353.55,1449.6
2021-04-01,14867.35,2021.85,370.65,1486.75
2021-03-31,14690.7,2003.1,364.3,1493.65
2021-03-30,14845.1,2029.3,360.8,1553.7
2021-03-26,14507.3,1994.65,357.2,1491.3
2021-03-25,14324.9,1991.45,355.2,1463.35
2021-03-24,14549.4,2047.3,359.85,1478.8
2021-03-23,14814.75,2087.5,372.7,1500.15
2021-03-22,14736.4,2062.4,367.0,1469.15
2021-03-19,14744.0,2082.0,371.15,1497.5
2021-03-18,14557.85,2009.1,367.1,1491.0
2021-03-17,14721.3,2055.35,368.15,1495.35
2021-03-16,14910.45,2100.6,378.55,1512.15
2021-03-15,14929.5,2108.9,383.9,1528.65
2021-03-12,15030.95,2137.6,381.1,1551.95
2021-03-10,15174.8,2181.95,387.7,1555.75
2021-03-09,15098.4,2191.05,387.6,1562.5
2021-03-08,14956.2,2191.1,389.6,1519.5
2021-03-05,14938.1,2178.7,383.65,1530.0
2021-03-04,15080.75,2175.85,395.65,1552.05
2021-03-03,15245.6,2202.1,405.05,1586.85
2021-03-02,14919.1,2106.0,394.2,1568.2
2021-03-01,14761.55,2101.7,394.95,1558.9
2021-02-26,14529.15,2085.8,390.15,1534.4
