Date,Price,Open,High,Low,Volume,Chg%
"May 16, 2022","61,221","59,557","61,295","59,557",41.82K,2.61%
"May 13, 2022","59,661","59,300","59,800","58,565",46.99K,0.89%
"May 12, 2022","59,135","61,000","61,000","59,011",52.32K,-3.21%
"May 11, 2022","61,097","60,750","61,870","60,540",49.33K,0.21%
"May 10, 2022","60,970","62,025","62,318","60,760",43.32K,-1.44%
"May 09, 2022","61,859","62,900","62,973","61,555",45.92K,-1.65%
"May 06, 2022","62,894","62,500","63,325","62,400",33.39K,0.34%
"May 05, 2022","62,684","62,800","64,543","62,511",55.18K,0.34%
"May 04, 2022","62,473","63,200","63,354","62,277",32.74K,-1.44%
"May 03, 2022","63,387","63,479","63,825","62,861",22.68K,0.15%
"May 02, 2022","63,289","64,400","64,400","62,400",45.06K,-2.25%
"Apr 29, 2022","64,748","64,360","64,922","64,214",0.11K,1.17%
"Apr 28, 2022","64,001","64,320","64,410","63,738",0.09K,-1.30%
"Apr 27, 2022","64,847","65,249","65,505","64,670",0.25K,-0.63%
"Apr 26, 2022","65,258","65,772","65,853","65,150",0.49K,-0.17%
"Apr 25, 2022","65,369","66,000","66,200","64,945",6.85K,-2.02%
"Apr 22, 2022","66,720","67,299","67,450","66,366",25.75K,-0.85%
"Apr 21, 2022","67,294","68,125","68,400","67,080",30.30K,-1.77%
"Apr 20, 2022","68,505","68,718","68,777","68,101",23.38K,-0.52%
"Apr 19, 2022","68,861","69,980","70,440","68,612",38.84K,-1.69%
"Apr 18, 2022","70,048","69,200","70,741","69,200",28.39K,1.39%
"Apr 14, 2022","69,088","69,324","69,490","68,625",18.63K,-0.58%
"Apr 13, 2022","69,494","68,801","69,600","68,801",26.59K,0.90%
"Apr 12, 2022","68,875","68,250","69,039","67,750",38.90K,2.07%
"Apr 11, 2022","67,481","67,235","68,550","67,065",36.69K,0.49%
"Apr 08, 2022","67,149","66,818","67,243","66,591",27.21K,0.31%
"Apr 07, 2022","66,939","66,500","66,993","66,385",28.74K,0.61%
"Apr 06, 2022","66,531","66,439","66,845","66,100",31.70K,0.15%
"Apr 05, 2022","66,434","66,598","67,300","66,260",37.90K,-0.14%
"Apr 04, 2022","66,529","67,000","67,268","66,220",36.33K,-0.63%
"Apr 01, 2022","66,952","67,627","67,627","66,763",34.64K,-1.05%
"Mar 31, 2022","67,660","67,276","68,030","66,750",32.44K,0.09%
"Mar 30, 2022","67,598","67,131","67,945","66,769",29.36K,0.70%
"Mar 29, 2022","67,131","68,071","68,158","65,565",58.32K,-1.69%
"Mar 28, 2022","68,282","68,750","68,750","68,001",31.92K,-0.99%
"Mar 25, 2022","68,966","69,511","69,649","68,700",28.23K,-0.62%
"Mar 24, 2022","69,399","68,450","69,749","68,256",41.85K,1.45%
"Mar 23, 2022","68,409","67,998","68,574","67,623",32.40K,0.80%
"Mar 22, 2022","67,866","68,800","69,198","67,360",44.61K,-0.95%
"Mar 21, 2022","68,520","68,158","68,780","68,043",30.79K,0.66%
"Mar 18, 2022","68,070","68,719","68,719","67,850",21.58K,-0.80%
"Mar 17, 2022","68,619","67,993","69,270","67,993",42.32K,1.65%
"Mar 16, 2022","67,502","68,244","68,340","67,310",40.65K,-1.41%
"Mar 15, 2022","68,467","68,800","68,800","67,800",51.50K,-0.76%
"Mar 14, 2022","68,988","70,200","70,385","68,626",51.85K,-2.02%
"Mar 11, 2022","70,412","70,150","70,699","69,333",53.09K,-0.11%
"Mar 10, 2022","70,493","69,267","70,817","68,975",58.63K,1.17%
"Mar 09, 2022","69,676","71,800","73,244","69,425",73.34K,-2.47%
"Mar 08, 2022","71,442","70,035","72,850","69,968",86.43K,1.94%
"Mar 07, 2022","70,080","69,600","71,340","69,400",63.12K,1.15%
"Mar 04, 2022","69,286","68,206","69,450","68,206",40.63K,1.82%
"Mar 03, 2022","68,047","67,966","68,890","67,852",40.86K,0.32%
"Mar 02, 2022","67,831","67,680","68,390","67,472",44.28K,-0.66%
"Mar 01, 2022","68,282","66,400","68,555","66,400",34.43K,4.10%
"Feb 28, 2022","65,595","65,499","65,978","65,000",0.05K,1.75%
"Feb 25, 2022","64,469","65,603","67,445","64,350",0.12K,-3.13%
"Feb 24, 2022","66,550","65,778","68,814","65,777",0.40K,2.40%
"Feb 23, 2022","64,992","64,436","65,501","64,141",0.64K,0.86%
"Feb 22, 2022","64,441","63,950","64,700","63,950",9.28K,1.15%
"Feb 21, 2022","63,706","63,811","63,935","63,425",22.45K,-0.47%
"Feb 18, 2022","64,008","64,000","64,349","63,531",28.49K,-0.01%
"Feb 17, 2022","64,012","63,398","64,164","63,100",32.20K,0.87%
"Feb 16, 2022","63,461","63,105","63,636","62,960",24.88K,0.45%
"Feb 15, 2022","63,174","64,613","64,762","62,745",43.88K,-1.89%
"Feb 14, 2022","64,389","63,236","64,665","63,200",32.96K,1.93%
"Feb 11, 2022","63,169","63,251","63,251","62,080",38.82K,-0.47%
"Feb 10, 2022","63,465","62,850","63,761","62,720",38.39K,0.88%
"Feb 09, 2022","62,910","62,675","62,991","62,520",27.44K,0.46%
"Feb 08, 2022","62,623","62,060","62,725","61,826",28.72K,0.52%
"Feb 07, 2022","62,301","61,580","62,350","61,580",30.70K,1.85%
"Feb 04, 2022","61,172","61,210","61,650","60,552",45.68K,0.19%
"Feb 03, 2022","61,059","61,644","61,723","60,327",44.53K,-1.21%
"Feb 02, 2022","61,806","61,710","62,090","61,274",33.97K,0.21%
"Feb 01, 2022","61,675","61,590","62,480","61,221",43.86K,0.58%
"Jan 31, 2022","61,318","61,341","61,844","61,174",29.31K,0.00%
"Jan 28, 2022","61,320","62,425","62,457","61,080",42.99K,-1.45%
"Jan 27, 2022","62,224","64,001","64,001","62,062",51.17K,-3.18%
"Jan 25, 2022","64,270","64,216","64,550","63,880",24.94K,0.18%
"Jan 24, 2022","64,155","64,800","65,175","63,757",37.86K,-1.30%
"Jan 21, 2022","64,997","65,250","65,540","64,826",34.16K,-0.84%
"Jan 20, 2022","65,548","64,620","65,678","64,593",40.80K,1.48%
"Jan 19, 2022","64,595","63,320","64,715","63,302",40.95K,2.10%
"Jan 18, 2022","63,265","62,367","63,690","61,948",57.50K,1.74%
"Jan 17, 2022","62,181","61,911","62,320","61,911",16.34K,0.46%
"Jan 14, 2022","61,898","62,300","62,640","61,800",36.94K,-0.47%
"Jan 13, 2022","62,191","62,090","62,520","62,024",30.03K,0.11%
"Jan 12, 2022","62,121","61,351","62,148","61,280",40.61K,1.20%
"Jan 11, 2022","61,382","61,095","61,436","60,944",30.34K,0.69%
"Jan 10, 2022","60,962","60,760","61,054","60,562",36.41K,0.11%
"Jan 07, 2022","60,895","60,690","61,000","60,313",38.59K,0.27%
"Jan 06, 2022","60,732","62,450","62,450","60,532",61.94K,-2.84%
"Jan 05, 2022","62,510","62,462","62,825","62,071",31.62K,0.03%
"Jan 04, 2022","62,490","61,943","62,619","61,801",38.55K,0.76%
"Jan 03, 2022","62,020","62,800","62,892","61,777",45.17K,-1.41%
"Dec 31, 2021","62,905","62,550","62,950","62,373",27.99K,0.75%
"Dec 30, 2021","62,438","61,851","62,499","61,537",30.35K,0.52%
"Dec 29, 2021","62,112","62,723","62,919","61,700",39.43K,-1.09%
"Dec 28, 2021","62,796","62,780","63,458","62,610",36.56K,0.32%
"Dec 27, 2021","62,596","62,450","62,899","62,001",33.70K,0.00%
"Dec 24, 2021","62,594","62,590","62,700","62,481",6.92K,0.00%
"Dec 23, 2021","62,592","62,527","62,750","62,127",27.52K,0.21%
"Dec 22, 2021","62,463","62,280","62,579","61,882",27.02K,0.58%
"Dec 21, 2021","62,102","61,641","62,619","61,550",32.86K,0.61%
"Dec 20, 2021","61,724","62,200","62,200","61,477",25.78K,-1.12%
"Dec 17, 2021","62,422","62,436","62,720","62,204",28.17K,0.00%
"Dec 16, 2021","62,421","60,850","62,531","60,850",49.05K,3.12%
"Dec 15, 2021","60,535","60,950","61,300","60,380",37.16K,-0.96%
"Dec 14, 2021","61,122","61,700","61,888","60,567",39.28K,-1.18%
"Dec 13, 2021","61,852","61,610","62,000","61,460",24.18K,0.70%
"Dec 10, 2021","61,420","61,175","61,552","60,630",36.04K,0.53%
"Dec 09, 2021","61,096","61,825","62,000","60,717",38.39K,-1.28%
"Dec 08, 2021","61,889","62,025","62,236","61,680",26.60K,-0.34%
"Dec 07, 2021","62,099","61,600","62,298","61,436",38.80K,0.87%
"Dec 06, 2021","61,561","61,886","62,027","61,150",31.55K,-0.37%
"Dec 03, 2021","61,789","61,500","61,999","60,925",44.36K,0.60%
"Dec 02, 2021","61,423","61,700","61,780","61,055",35.26K,-0.31%
"Dec 01, 2021","61,614","62,789","62,922","61,500",47.58K,-0.50%
"Nov 30, 2021","61,921","62,250","62,632","61,598",0.53K,-0.53%
"Nov 29, 2021","62,254","63,112","63,112","61,756",0.04K,0.25%
"Nov 26, 2021","62,101","63,204","63,500","61,863",0.13K,-1.85%
"Nov 25, 2021","63,273","63,086","63,850","62,835",0.41K,1.01%
"Nov 24, 2021","62,638","62,856","63,000","62,464",9.08K,0.04%
"Nov 23, 2021","62,615","64,899","64,937","62,361",38.75K,-3.30%
"Nov 22, 2021","64,749","65,687","66,195","64,602",46.54K,-1.47%
"Nov 19, 2021","65,713","66,122","66,377","65,403",34.24K,-0.63%
"Nov 18, 2021","66,127","66,621","66,684","65,721",44.45K,-0.96%
"Nov 17, 2021","66,767","66,547","66,968","66,372",31.96K,0.59%
"Nov 16, 2021","66,374","67,000","67,541","66,309",52.61K,-0.50%
"Nov 15, 2021","66,705","67,000","67,299","66,455",43.75K,-0.80%
"Nov 12, 2021","67,242","67,200","67,477","66,415",46.50K,0.28%
"Nov 11, 2021","67,055","66,075","67,121","66,001",45.59K,1.54%
"Nov 10, 2021","66,040","64,764","66,884","64,475",75.78K,1.98%
"Nov 09, 2021","64,756","65,010","65,240","64,330",38.76K,-0.42%
"Nov 08, 2021","65,027","64,798","65,183","64,500",35.60K,0.83%
"Nov 05, 2021","64,494","63,721","64,690","63,486",29.05K,0.30%
"Nov 04, 2021","64,298","63,000","64,400","63,000",14.02K,2.55%
"Nov 03, 2021","62,697","63,500","63,660","62,280",43.83K,-1.22%
"Nov 02, 2021","63,474","64,800","64,988","63,354",47.13K,-2.27%
"Nov 01, 2021","64,947","64,848","65,193","64,413",28.05K,0.37%
"Oct 29, 2021","64,707","65,051","65,051","64,221",49.75K,-0.60%
"Oct 28, 2021","65,098","65,070","65,489","64,864",37.29K,-0.35%
"Oct 27, 2021","65,327","65,299","65,670","64,715",39.85K,0.25%
"Oct 26, 2021","65,161","66,199","66,299","64,810",52.26K,-1.65%
"Oct 25, 2021","66,254","65,990","66,525","65,850",39.91K,0.71%
"Oct 22, 2021","65,786","65,450","66,825","65,270",74.36K,0.90%
"Oct 21, 2021","65,198","65,710","66,100","65,106",51.14K,-0.74%
"Oct 20, 2021","65,685","64,597","65,850","64,501",60.69K,1.69%
"Oct 19, 2021","64,594","63,650","65,316","63,527",60.27K,1.81%
"Oct 18, 2021","63,448","63,587","63,799","63,040",42.30K,0.01%
"Oct 15, 2021","63,443","63,690","63,690","62,863",34.45K,-0.42%
"Oct 14, 2021","63,709","62,798","63,987","62,700",51.41K,1.02%
"Oct 13, 2021","63,064","62,060","63,350","61,963",62.99K,1.99%
"Oct 12, 2021","61,834","61,899","62,347","61,460",49.68K,-0.20%
"Oct 11, 2021","61,956","62,057","62,417","61,612",34.06K,-0.09%
"Oct 08, 2021","62,009","61,400","62,880","61,155",57.15K,0.84%
"Oct 07, 2021","61,494","61,215","61,821","60,906",54.90K,0.46%
"Oct 06, 2021","61,211","61,000","61,300","60,556",47.07K,0.03%
"Oct 05, 2021","61,194","61,043","61,320","60,750",37.27K,0.03%
"Oct 04, 2021","61,173","60,785","61,395","60,341",46.58K,0.66%
"Oct 01, 2021","60,772","59,898","60,850","59,580",44.85K,1.52%
"Sep 30, 2021","59,861","58,774","60,050","58,410",56.85K,2.04%
"Sep 29, 2021","58,662","60,727","60,886","58,500",62.61K,-3.35%
"Sep 28, 2021","60,694","60,717","60,848","59,760",51.82K,-0.32%
"Sep 27, 2021","60,889","60,589","61,357","60,405",34.96K,1.08%
"Sep 24, 2021","60,241","60,999","61,100","59,600",40.86K,-1.26%
"Sep 23, 2021","61,009","61,100","61,245","60,601",36.18K,-0.64%
"Sep 22, 2021","61,400","60,905","61,589","60,817",36.56K,1.21%
"Sep 21, 2021","60,665","59,915","61,048","59,710",45.34K,1.31%
"Sep 20, 2021","59,882","60,140","60,499","59,475",50.32K,-0.70%
"Sep 17, 2021","60,303","61,399","61,930","60,194",49.98K,-1.69%
"Sep 16, 2021","61,340","63,701","63,877","60,800",64.89K,-3.50%
"Sep 15, 2021","63,564","63,725","63,833","63,290",30.84K,-0.41%
"Sep 14, 2021","63,825","63,474","63,889","62,902",40.17K,0.41%
"Sep 13, 2021","63,562","63,835","63,835","62,792",35.89K,-0.47%
"Sep 10, 2021","63,862","64,200","64,450","63,751",18.98K,-0.83%
"Sep 09, 2021","64,397","64,288","64,820","63,921",32.33K,-0.06%
"Sep 08, 2021","64,437","64,844","65,148","64,180",31.90K,-0.63%
"Sep 07, 2021","64,844","65,400","65,499","64,467",40.02K,-0.95%
"Sep 06, 2021","65,468","65,500","65,660","65,221",18.06K,0.17%
"Sep 03, 2021","65,357","63,645","65,782","63,506",52.13K,2.84%
"Sep 02, 2021","63,553","64,050","64,308","63,281",31.62K,-0.82%
"Sep 01, 2021","64,076","63,541","64,320","63,105",31.47K,2.06%
"Aug 31, 2021","62,783","63,031","63,998","62,516",0.02K,-0.89%
"Aug 30, 2021","63,349","63,522","63,950","63,008",0.10K,0.09%
"Aug 27, 2021","63,295","63,499","63,550","62,051",0.19K,1.13%
"Aug 26, 2021","62,588","63,199","63,220","62,457",0.66K,-0.45%
"Aug 25, 2021","62,868","62,500","63,390","62,500",10.57K,-0.94%
"Aug 24, 2021","63,467","63,097","63,775","62,923",31.37K,0.51%
"Aug 23, 2021","63,146","62,410","63,292","62,111",34.88K,1.80%
"Aug 20, 2021","62,028","62,504","62,610","61,552",32.39K,-0.67%
"Aug 19, 2021","62,444","62,890","63,110","62,390",21.36K,-0.51%
"Aug 18, 2021","62,764","63,552","63,820","62,505",29.91K,-1.17%
"Aug 17, 2021","63,504","63,800","64,132","63,277",30.04K,-0.34%
"Aug 16, 2021","63,718","63,519","63,795","62,748",29.57K,0.31%
"Aug 13, 2021","63,522","62,427","63,787","62,293",35.81K,2.14%
"Aug 12, 2021","62,190","62,862","62,996","61,748",31.61K,-1.41%
"Aug 11, 2021","63,082","62,949","63,187","62,635",30.32K,0.21%
"Aug 10, 2021","62,949","63,300","63,549","62,516",35.99K,-0.03%
"Aug 09, 2021","62,967","64,600","64,900","62,542",52.18K,-3.58%
"Aug 06, 2021","65,303","67,100","67,219","65,001",45.60K,-2.89%
"Aug 05, 2021","67,243","67,619","67,949","66,910",26.08K,-0.82%
"Aug 04, 2021","67,800","68,235","68,994","67,570",43.21K,-0.46%
"Aug 03, 2021","68,114","67,820","68,223","67,526",23.80K,0.03%
"Aug 02, 2021","68,092","68,144","68,350","67,757",24.60K,0.04%
"Jul 30, 2021","68,067","68,344","68,395","67,817",25.25K,-0.49%
"Jul 29, 2021","68,400","66,999","68,590","66,999",41.78K,2.63%
"Jul 28, 2021","66,650","66,499","66,934","66,311",25.66K,0.50%
"Jul 27, 2021","66,320","67,201","67,483","66,004",40.61K,-1.55%
"Jul 26, 2021","67,365","67,400","67,770","67,225",26.21K,0.14%
"Jul 23, 2021","67,269","67,400","67,771","66,930",32.26K,-0.48%
"Jul 22, 2021","67,591","67,425","67,745","66,871",32.66K,0.31%
"Jul 21, 2021","67,379","67,000","67,432","66,795",19.33K,0.74%
"Jul 20, 2021","66,883","67,584","67,775","66,605",31.17K,-0.95%
"Jul 19, 2021","67,524","68,400","68,400","67,320",36.61K,-1.50%
"Jul 16, 2021","68,553","69,965","70,024","68,360",41.43K,-1.79%
"Jul 15, 2021","69,806","69,595","69,970","69,550",21.91K,0.36%
"Jul 14, 2021","69,557","69,253","70,079","69,162",35.38K,0.43%
"Jul 13, 2021","69,258","69,550","69,777","69,080",28.93K,-0.38%
"Jul 12, 2021","69,521","69,277","69,690","68,860",30.46K,0.12%
"Jul 09, 2021","69,437","69,097","69,550","68,652",29.75K,0.43%
"Jul 08, 2021","69,141","69,350","69,792","68,828",34.73K,-0.53%
"Jul 07, 2021","69,509","69,800","70,238","69,311",26.88K,-0.16%
"Jul 06, 2021","69,623","70,280","70,977","69,400",40.26K,-0.69%
"Jul 05, 2021","70,108","70,422","70,641","69,939",15.76K,-0.17%
"Jul 02, 2021","70,229","69,350","70,397","69,350",32.43K,1.41%
"Jul 01, 2021","69,252","69,299","70,088","68,800",32.84K,1.91%
"Jun 30, 2021","67,955","67,430","68,039","67,300",0.06K,0.94%
"Jun 29, 2021","67,320","67,916","68,200","66,981",0.12K,-1.41%
"Jun 28, 2021","68,282","68,202","68,640","67,942",0.39K,0.34%
"Jun 25, 2021","68,050","67,900","68,579","67,850",0.54K,0.54%
"Jun 24, 2021","67,686","67,700","68,200","67,201",7.47K,-0.59%
"Jun 23, 2021","68,086","67,900","68,600","67,680",28.07K,0.61%
"Jun 22, 2021","67,676","67,900","68,190","67,341",29.11K,-0.38%
"Jun 21, 2021","67,932","67,840","68,100","66,832",33.87K,0.20%
"Jun 18, 2021","67,794","68,500","68,890","67,704",38.68K,-0.09%
"Jun 17, 2021","67,858","71,220","71,220","67,750",84.91K,-5.10%
"Jun 16, 2021","71,506","71,500","71,780","71,220",27.69K,0.29%
"Jun 15, 2021","71,300","71,780","71,780","70,935",40.73K,-0.86%
"Jun 14, 2021","71,920","72,215","72,215","71,050",51.01K,-0.47%
"Jun 11, 2021","72,261","72,150","72,785","72,101",41.67K,0.34%
"Jun 10, 2021","72,019","71,600","72,148","71,116",54.61K,0.16%
"Jun 09, 2021","71,903","71,444","72,153","71,150",41.79K,0.84%
"Jun 08, 2021","71,303","71,670","71,845","71,060",48.62K,-0.75%
"Jun 07, 2021","71,839","71,380","71,875","70,890",38.18K,0.35%
"Jun 04, 2021","71,585","70,785","71,778","70,415",45.95K,1.02%
"Jun 03, 2021","70,864","72,753","72,848","69,972",77.33K,-2.51%
"Jun 02, 2021","72,686","72,000","72,750","71,763",40.79K,0.56%
"Jun 01, 2021","72,279","72,000","73,549","72,000",63.39K,0.49%
"May 31, 2021","71,927","71,842","72,154","71,770",29.20K,0.39%
"May 28, 2021","71,650","71,555","71,788","70,666",59.78K,-0.13%
"May 27, 2021","71,740","71,465","71,800","70,928",56.06K,0.36%
"May 26, 2021","71,485","72,200","72,900","71,300",58.63K,-0.92%
"May 25, 2021","72,152","71,701","72,280","71,060",65.84K,0.44%
"May 24, 2021","71,836","71,500","72,090","71,241",50.17K,1.07%
"May 21, 2021","71,079","72,120","72,477","70,577",75.81K,-1.72%
"May 20, 2021","72,323","72,200","72,548","71,575",57.56K,-0.12%
"May 19, 2021","72,410","73,000","73,200","71,180",104.67K,-1.07%
"May 18, 2021","73,192","73,500","74,171","72,739",63.80K,-0.15%
"May 17, 2021","73,300","71,295","73,376","71,295",64.38K,3.07%
"May 14, 2021","71,117","70,430","71,450","70,151",49.39K,0.84%
"May 13, 2021","70,527","71,000","71,000","70,125",33.15K,-0.87%
"May 12, 2021","71,149","71,500","72,199","71,001",64.95K,-1.09%
"May 11, 2021","71,934","71,519","71,980","70,906",56.03K,0.53%
"May 10, 2021","71,558","71,500","72,649","71,465",60.83K,0.18%
"May 07, 2021","71,432","71,816","72,220","70,951",69.96K,-0.35%
"May 06, 2021","71,683","69,826","71,894","69,669",67.99K,2.92%
"May 05, 2021","69,649","69,958","70,123","68,870",48.10K,-0.02%
"May 04, 2021","69,665","70,590","71,380","68,977",83.87K,-1.73%
"May 03, 2021","70,890","68,786","71,100","68,680",61.04K,5.38%
"Apr 30, 2021","67,270","67,489","68,106","67,151",0.23K,-0.52%
"Apr 29, 2021","67,620","68,778","68,778","67,079",0.15K,-0.38%
"Apr 28, 2021","67,881","68,700","68,700","67,820",0.38K,-1.61%
"Apr 27, 2021","68,993","68,939","69,440","68,675",0.84K,0.12%
"Apr 26, 2021","68,908","68,700","69,027","68,093",5.50K,0.28%
"Apr 23, 2021","68,716","69,311","69,685","68,400",37.11K,-0.77%
"Apr 22, 2021","69,248","70,252","70,395","69,201",46.33K,-1.49%
"Apr 21, 2021","70,293","69,050","70,386","69,044",38.18K,2.26%
"Apr 20, 2021","68,739","68,500","69,285","68,155",59.84K,0.63%
"Apr 19, 2021","68,308","68,400","69,380","67,924",56.85K,-0.54%
"Apr 16, 2021","68,679","68,432","69,223","68,006",52.18K,0.19%
"Apr 15, 2021","68,550","67,664","68,735","67,664",49.96K,1.31%
"Apr 14, 2021","67,664","67,591","67,850","67,219",25.38K,-0.04%
"Apr 13, 2021","67,693","66,360","67,878","66,125",50.38K,2.30%
"Apr 12, 2021","66,172","66,867","67,350","66,040",46.49K,-1.27%
"Apr 09, 2021","67,021","67,100","67,499","66,456",47.43K,-0.76%
"Apr 08, 2021","67,533","66,510","67,723","66,415",44.11K,1.29%
"Apr 07, 2021","66,671","65,900","66,780","65,751",43.99K,1.07%
"Apr 06, 2021","65,966","65,139","66,188","65,046",48.00K,1.95%
"Apr 05, 2021","64,702","65,250","65,630","64,640",47.37K,-0.79%
"Apr 01, 2021","65,218","63,800","65,284","63,740",42.64K,1.85%
"Mar 31, 2021","64,032","63,280","64,140","62,632",47.19K,1.07%
"Mar 30, 2021","63,353","64,341","64,380","63,270",46.40K,-1.56%
"Mar 29, 2021","64,358","64,900","64,900","63,934",26.28K,-1.01%
"Mar 26, 2021","65,016","65,006","65,390","64,725",36.60K,-0.05%
"Mar 25, 2021","65,050","65,375","65,400","63,663",72.76K,-0.63%
"Mar 24, 2021","65,463","65,472","65,785","65,280",33.81K,0.41%
"Mar 23, 2021","65,198","66,205","66,470","65,050",51.36K,-1.90%
"Mar 22, 2021","66,461","67,200","67,200","65,960",53.08K,-1.69%
"Mar 19, 2021","67,603","67,551","67,790","67,110",44.21K,-0.32%
"Mar 18, 2021","67,818","67,400","68,490","67,001",65.55K,0.79%
"Mar 17, 2021","67,284","67,005","67,450","66,880",37.62K,0.42%
"Mar 16, 2021","67,005","67,666","67,849","66,860",45.82K,-1.05%
"Mar 15, 2021","67,714","67,227","67,924","66,923",43.10K,1.19%
"Mar 12, 2021","66,919","67,266","67,317","66,050",54.18K,-0.99%
"Mar 11, 2021","67,591","67,800","68,144","67,081",29.38K,0.10%
"Mar 10, 2021","67,524","67,200","67,663","66,600",48.94K,0.00%
"Mar 09, 2021","67,527","66,100","67,645","65,950",55.12K,2.46%
"Mar 08, 2021","65,908","66,000","66,631","65,337",52.89K,0.40%
"Mar 05, 2021","65,643","65,800","66,145","64,939",58.97K,-0.47%
"Mar 04, 2021","65,953","67,500","67,750","65,685",74.50K,-3.00%
"Mar 03, 2021","67,990","69,290","69,306","66,859",64.68K,-1.77%
"Mar 02, 2021","69,214","68,501","69,369","66,912",60.03K,0.59%
"Mar 01, 2021","68,811","69,299","69,851","68,620",40.98K,-0.26%
"Feb 26, 2021","68,992","71,000","73,448","68,400",0.13K,-2.89%
"Feb 25, 2021","71,044","70,444","72,105","69,700",0.21K,1.89%
"Feb 24, 2021","69,725","69,896","70,021","68,940",0.14K,0.24%
"Feb 23, 2021","69,561","70,870","70,870","69,098",0.61K,-1.02%
"Feb 22, 2021","70,280","69,460","70,474","68,860",5.17K,1.96%
"Feb 19, 2021","68,928","68,100","69,697","67,500",48.15K,0.63%
"Feb 18, 2021","68,497","69,485","69,646","68,272",55.18K,-1.01%
"Feb 17, 2021","69,194","69,480","69,594","68,350",62.67K,-0.17%
"Feb 16, 2021","69,315","70,300","70,789","68,331",91.56K,-1.06%
"Feb 15, 2021","70,058","69,500","70,175","69,500",39.94K,1.41%
"Feb 12, 2021","69,082","68,431","69,429","68,330",53.87K,0.92%
"Feb 11, 2021","68,454","68,280","69,185","68,112",55.31K,-0.60%
"Feb 10, 2021","68,865","69,899","69,990","68,400",68.49K,-1.11%
"Feb 09, 2021","69,638","70,550","70,666","68,950",69.88K,-0.55%
"Feb 08, 2021","70,021","68,626","70,235","68,381",64.83K,1.91%
"Feb 05, 2021","68,711","67,122","68,795","67,122",67.53K,2.86%
"Feb 04, 2021","66,801","68,111","68,150","66,366",78.91K,-2.55%
"Feb 03, 2021","68,551","68,000","69,089","67,700",81.15K,1.53%
"Feb 02, 2021","67,521","72,500","72,500","67,300",141.97K,-8.22%
"Feb 01, 2021","73,571","70,000","74,217","70,000",158.59K,5.60%
"Jan 29, 2021","69,668","68,000","71,125","68,000",137.34K,3.08%
"Jan 28, 2021","67,584","66,400","70,350","65,512",144.92K,1.60%
"Jan 27, 2021","66,520","66,300","66,604","65,065",80.71K,0.03%
"Jan 25, 2021","66,498","66,800","67,150","65,901",69.11K,-0.18%
"Jan 22, 2021","66,620","67,080","67,080","65,444",79.92K,-0.97%
"Jan 21, 2021","67,271","67,279","67,775","66,927",59.87K,0.44%
"Jan 20, 2021","66,979","66,151","67,177","65,560",79.06K,1.44%
"Jan 19, 2021","66,029","65,500","66,170","65,352",68.12K,0.95%
"Jan 18, 2021","65,407","64,980","65,690","64,782",54.54K,1.03%
"Jan 15, 2021","64,737","66,197","66,266","64,111",91.86K,-2.89%
"Jan 14, 2021","66,665","65,601","66,819","64,827",70.45K,0.98%
"Jan 13, 2021","66,019","66,100","66,454","65,207",60.64K,0.19%
"Jan 12, 2021","65,897","65,311","66,350","65,154",75.21K,0.53%
"Jan 11, 2021","65,549","64,305","65,710","63,880",95.68K,1.93%
"Jan 08, 2021","64,305","69,795","69,795","63,803",147.57K,-8.01%
"Jan 07, 2021","69,905","69,200","70,222","69,200",73.77K,0.80%
"Jan 06, 2021","69,352","70,760","71,444","68,600",120.23K,-2.04%
"Jan 05, 2021","70,793","70,200","70,907","70,012",67.96K,1.25%
"Jan 04, 2021","69,916","68,405","70,600","68,405",93.68K,2.66%
"Jan 01, 2021","68,102","68,188","68,249","67,800",6.87K,0.03%
"Dec 31, 2020","68,079","68,750","68,750","67,866",48.52K,-0.69%
"Dec 30, 2020","68,550","68,485","68,950","68,020",54.10K,0.73%
"Dec 29, 2020","68,052","68,512","68,729","67,700",81.14K,-1.03%
"Dec 28, 2020","68,762","67,894","69,837","67,894",84.44K,1.90%
"Dec 24, 2020","67,478","67,747","67,870","66,676",64.18K,-0.10%
"Dec 23, 2020","67,547","67,000","67,740","66,254",90.72K,1.05%
"Dec 22, 2020","66,842","69,346","69,648","66,546",117.75K,-3.09%
"Dec 21, 2020","68,974","68,000","71,496","65,664",158.28K,1.64%
"Dec 18, 2020","67,864","68,170","68,280","67,321",72.27K,-0.48%
"Dec 17, 2020","68,194","66,000","68,345","66,000",102.98K,3.49%
"Dec 16, 2020","65,893","64,949","66,743","64,949",102.15K,1.64%
"Dec 15, 2020","64,828","63,689","64,935","63,567",73.93K,2.14%
"Dec 14, 2020","63,467","63,660","64,050","62,777",77.72K,-0.44%
"Dec 11, 2020","63,747","63,560","63,892","62,750",74.65K,0.34%
"Dec 10, 2020","63,530","63,601","64,360","62,950",77.35K,0.00%
"Dec 09, 2020","63,529","64,765","64,800","63,201",95.13K,-2.48%
"Dec 08, 2020","65,143","65,342","65,755","64,569",77.69K,-0.50%
"Dec 07, 2020","65,472","64,000","65,594","62,377",91.24K,2.63%
"Dec 04, 2020","63,792","63,700","64,490","63,351",82.66K,0.28%
"Dec 03, 2020","63,611","63,644","64,365","62,918",90.79K,0.48%
"Dec 02, 2020","63,306","62,810","64,276","62,362",90.86K,0.23%
