Date,Open,High,Low,Close,Adj Close,Volume
2013-10-29,44.781693,45.623981,44.594517,45.249630,44.142658,176441
2013-10-30,45.717567,48.104053,44.781693,46.747032,45.603432,747705
2013-10-31,45.857948,47.261765,45.857948,45.998333,44.873051,174658
2013-11-01,45.998333,48.197643,45.764362,47.776497,46.607716,453282
2013-11-05,48.197643,49.554665,47.214970,49.133518,47.931538,311304
2013-11-06,50.069393,50.818096,49.086723,50.069393,48.844517,992615
2013-11-07,50.256569,50.350159,48.197643,48.759167,47.566341,229802
2013-11-08,48.525200,48.899548,47.168179,47.542526,46.379467,137988
2013-11-11,49.554665,49.554665,45.296425,45.717567,44.599152,704077
2013-11-12,45.530392,45.857948,44.454136,44.641312,43.549225,231961
2013-11-13,44.875278,44.875278,43.986198,44.079784,43.001434,193640
2013-11-14,44.454136,44.828487,43.892609,44.173374,43.092731,122433
2013-11-18,44.828487,45.343220,44.079784,44.641312,43.549225,142962
2013-11-19,44.454136,44.922073,44.126579,44.454136,43.366627,109878
2013-11-20,44.454136,44.734898,43.986198,44.126579,43.047085,167258
2013-11-21,44.360546,44.454136,43.658642,43.939404,42.864487,90580
2013-11-22,43.986198,44.547722,43.518257,43.565052,42.499290,99082
2013-11-25,43.097115,44.734898,43.097115,44.173374,43.092731,211894
2013-11-26,43.986198,48.197643,43.565052,46.419476,45.283890,1050164
2013-11-27,46.606651,47.074589,44.454136,44.641312,43.549225,232249
2013-11-28,44.688107,45.530392,44.454136,45.249630,44.142658,360241
2013-11-29,45.343220,46.232300,44.641312,44.922073,43.823116,169261
2013-12-02,44.922073,46.279095,44.922073,45.764362,44.644806,197537
2013-12-03,45.156044,46.793827,45.156044,46.372681,45.238239,237617
2013-12-04,46.372681,48.010468,46.232300,46.513065,45.375191,581091
2013-12-05,47.074589,47.261765,45.857948,45.998333,44.873051,217661
2013-12-06,46.466270,47.308559,45.764362,46.981003,45.831684,357572
2013-12-09,47.261765,49.601456,46.325890,49.180313,47.977188,794653
2013-12-10,49.554665,52.034737,49.227104,51.426414,50.168335,2604583
2013-12-11,51.660385,51.660385,49.929012,50.303364,49.072765,391273
2013-12-12,49.975807,51.005272,49.133518,50.350159,49.118416,389006
2013-12-13,50.818096,50.818096,48.197643,50.256569,49.027115,700792
2013-12-16,50.724506,54.280838,50.256569,53.719315,52.405151,1496312
2013-12-17,54.421223,57.275642,53.812901,56.760914,55.372337,2664575
2013-12-18,57.041676,57.041676,54.514809,55.076336,53.728966,767885
2013-12-19,55.310303,55.778240,54.046871,54.514809,53.181183,368020
2013-12-20,54.468014,55.684654,53.906490,54.327633,52.998585,298536
2013-12-23,54.421223,56.573738,54.421223,54.795570,53.455078,512390
2013-12-24,55.123127,56.152592,54.561604,55.778240,54.413704,560462
2013-12-26,55.403893,56.854500,55.403893,55.965416,54.596298,330254
2013-12-27,55.684654,58.492283,55.684654,58.164726,56.741806,1298484
2013-12-30,57.696789,58.398697,55.778240,56.105797,54.733246,461423
2013-12-31,56.339767,58.305107,56.152592,57.790375,56.376614,676103
2014-01-01,57.182056,58.866634,56.854500,57.041676,55.646233,461390
2014-01-02,57.322437,58.258316,54.748775,55.310303,53.957218,759422
2014-01-03,55.169922,56.152592,54.935951,55.637859,54.276756,242908
2014-01-06,55.450684,56.994881,55.450684,55.918625,54.550652,277125
2014-01-07,55.871830,56.386562,55.310303,55.497478,54.139812,168463
2014-01-08,55.497478,55.918625,54.748775,54.889160,53.546368,224525
2014-01-09,55.403893,55.544273,54.655190,54.795570,53.455078,199885
2014-01-10,55.216717,55.403893,53.672520,54.046871,52.724693,248310
2014-01-13,53.672520,56.386562,53.532139,55.965416,54.596298,582218
2014-01-14,55.965416,56.526943,54.093662,54.468014,53.135532,347375
2014-01-15,54.000076,56.480148,54.000076,55.684654,54.322411,405125
2014-01-16,55.357098,56.292973,54.748775,56.105797,54.733246,366203
2014-01-17,55.403893,56.059006,53.953281,54.280838,52.952934,223853
2014-01-20,54.701984,54.748775,53.438549,54.514809,53.181183,149653
2014-01-21,54.280838,55.403893,54.140457,54.327633,52.998585,170227
2014-01-22,54.701984,54.701984,53.859695,54.187252,52.861633,91685
2014-01-23,53.859695,56.152592,53.859695,55.825035,54.459354,520961
2014-01-24,54.889160,56.386562,54.748775,55.965416,54.596298,382718
2014-01-27,55.497478,55.684654,54.000076,54.234043,52.907284,247754
2014-01-28,53.859695,54.748775,53.532139,54.234043,52.907284,158842
2014-01-29,54.234043,54.748775,53.766106,54.000076,52.679035,113762
2014-01-30,52.923817,53.812901,52.502674,53.344963,52.039959,355355
2014-01-31,53.625725,54.748775,53.064201,54.234043,52.907284,240074
2014-02-03,54.374428,54.701984,53.625725,54.093662,52.770336,230442
2014-02-04,53.204582,54.234043,52.409084,53.906490,52.587742,144120
2014-02-05,53.485344,54.234043,53.485344,54.000076,52.679035,147750
2014-02-06,53.672520,54.561604,52.923817,54.280838,52.952934,462557
2014-02-07,54.280838,54.748775,53.812901,54.140457,52.815987,285238
2014-02-10,54.046871,54.748775,53.672520,54.093662,52.770336,362026
2014-02-11,54.468014,56.573738,53.719315,56.199387,54.824543,1882292
2014-02-12,56.901295,57.556408,56.620529,56.994881,55.600582,765708
2014-02-13,56.994881,57.088470,56.059006,56.386562,55.007141,279895
2014-02-14,56.386562,57.275642,56.012211,56.994881,55.600582,178009
2014-02-17,56.994881,57.322437,56.012211,56.480148,55.098446,132163
2014-02-18,56.994881,56.994881,55.918625,56.199387,54.824543,81937
2014-02-19,55.684654,57.088470,55.684654,56.807705,55.417992,179766
2014-02-20,56.152592,65.230598,56.152592,63.873573,62.311001,6816246
2014-02-21,63.873573,64.575478,61.440296,63.967159,62.402294,2506983
2014-02-24,64.294716,68.038223,62.984489,66.587616,64.958656,2831275
2014-02-25,66.634407,66.868378,64.294716,65.090210,63.497868,737040
2014-02-26,65.277390,65.464561,64.107544,64.996628,63.406567,425810
2014-02-28,64.107544,65.230598,63.639606,64.762657,63.178333,572032
2014-03-03,64.154335,68.225403,63.686398,64.247925,62.676189,796533
2014-03-04,65.043419,68.272194,63.639606,67.383110,65.734673,1669380
2014-03-05,67.851051,69.254868,66.915176,67.429909,65.780342,838220
2014-03-06,67.383110,68.225403,65.838913,67.383110,65.734673,757326
2014-03-07,66.587616,68.786926,66.447235,66.821587,65.186890,804371
2014-03-10,66.447235,66.634407,64.856247,65.511360,63.908718,545574
2014-03-11,65.464561,66.213264,64.575478,65.417770,63.817429,378454
2014-03-12,64.669067,67.851051,64.669067,67.383110,65.734673,572087
2014-03-13,67.289520,67.289520,64.107544,64.528687,62.950077,258340
2014-03-14,64.154335,65.277390,63.171665,64.622276,63.041378,408171
2014-03-18,64.154335,65.464561,64.107544,65.230598,63.634830,217400
2014-03-19,65.230598,66.915176,64.575478,65.090210,63.497868,301654
2014-03-20,64.201134,65.511360,64.201134,65.277390,63.680466,140627
2014-03-21,65.511360,66.587616,64.575478,66.213264,64.593468,264631
2014-03-22,null,null,null,null,null,null
2014-03-24,66.447235,66.868378,64.949829,65.558151,63.954372,180156
2014-03-25,65.979294,66.447235,64.762657,65.043419,63.452232,318062
2014-03-26,64.856247,66.213264,64.856247,65.698532,64.091309,509929
2014-03-27,66.447235,67.991432,65.885712,66.447235,64.821693,958495
